"graph","n_sample","iter","time","d_cpdag","TPR","FPR","obj"
1,50,1,0.00908446311950684,9,0,0,11.4457846363387
1,50,2,0.00442957878112793,9,0.111111111111111,0.0101010101010101,12.4236085603275
1,50,3,0.00438618659973145,9,0,0,11.9067507423584
1,50,4,0.00448107719421387,7,0.222222222222222,0,10.7815864791905
1,50,5,0.00453543663024902,7,0.444444444444444,0.0208333333333333,11.2656819457279
1,50,6,0.00443911552429199,9,0.111111111111111,0.0101010101010101,11.3320242408784
1,50,7,0.00492095947265625,7,0.222222222222222,0,11.4836933523013
1,50,8,0.00588107109069824,9,0.111111111111111,0.0101010101010101,12.1640825166011
1,50,9,0.00580549240112305,7,0.222222222222222,0,11.1903429964086
1,50,10,0.00571966171264648,9,0,0,11.6832137083611
1,100,1,0.00598025321960449,7,0.333333333333333,0.0103092783505155,11.6384052797177
1,100,2,0.0062711238861084,3,0.888888888888889,0.0217391304347826,10.9691522957378
1,100,3,0.00458002090454102,6,0.444444444444444,0.0104166666666667,10.9534457399273
1,100,4,0.00474929809570312,3,0.888888888888889,0.0217391304347826,10.1882878316225
1,100,5,0.00472307205200195,4,0.666666666666667,0.0106382978723404,10.8823856845751
1,100,6,0.00506901741027832,5,0.666666666666667,0.0212765957446809,10.948497591491
1,100,7,0.00503659248352051,1,0.888888888888889,0,10.3303476535908
1,100,8,0.00498795509338379,6,0.444444444444444,0.0104166666666667,11.1694715253294
1,100,9,0.00507068634033203,4,0.666666666666667,0.0106382978723404,9.79234797871558
1,100,10,0.00704646110534668,1,0.888888888888889,0,10.3698421980997
1,200,1,0.00480270385742188,0,1,0,11.1656011554575
1,200,2,0.00474905967712402,4,0.666666666666667,0.0106382978723404,10.4984604424176
1,200,3,0.00472450256347656,4,0.666666666666667,0.0106382978723404,10.4203366525002
1,200,4,0.0048520565032959,0,1,0,10.1056054457082
1,200,5,0.00483441352844238,5,0.666666666666667,0.0212765957446809,10.5470447355044
1,200,6,0.00478982925415039,4,0.666666666666667,0.0106382978723404,10.4694632718895
1,200,7,0.00469136238098145,4,0.666666666666667,0.0106382978723404,10.4773662991864
1,200,8,0.00484633445739746,0,1,0,10.7527876683186
1,200,9,0.00478887557983398,4,0.666666666666667,0.0106382978723404,9.99255185547166
1,200,10,0.00468659400939941,4,0.666666666666667,0.0106382978723404,10.7289423697744
1,300,1,0.0048525333404541,0,1,0,10.9972116070714
1,300,2,0.00485563278198242,4,0.666666666666667,0.0106382978723404,10.5102008526144
1,300,3,0.00498557090759277,0,1,0,10.3341476972742
1,300,4,0.00494050979614258,0,1,0,9.90829963866531
1,300,5,0.00483107566833496,0,1,0,10.4932770124727
1,300,6,0.00489139556884766,0,1,0,10.303491358964
1,300,7,0.00471949577331543,5,0.666666666666667,0.0212765957446809,10.2173020312925
1,300,8,0.00479483604431152,0,1,0,10.5637261480023
1,300,9,0.00486183166503906,0,1,0,10.0117089299576
1,300,10,0.00483274459838867,4,0.666666666666667,0.0106382978723404,10.615915822204
1,400,1,0.00484776496887207,5,0.666666666666667,0.0212765957446809,10.9313693769833
1,400,2,0.00885486602783203,0,1,0,10.3211648290766
1,400,3,0.00489473342895508,0,1,0,10.314044082728
1,400,4,0.00494289398193359,0,1,0,9.82146573575291
1,400,5,0.00496101379394531,0,1,0,10.3289695894788
1,400,6,0.00484561920166016,5,0.666666666666667,0.0212765957446809,10.2577500476072
1,400,7,0.00502181053161621,0,1,0,10.167388430114
1,400,8,0.00496220588684082,0,1,0,10.6834252381425
1,400,9,0.00919032096862793,0,1,0,9.86511616523896
1,400,10,0.00492548942565918,0,1,0,10.6621530400276
1,500,1,0.00496149063110352,0,1,0,10.7334970035796
1,500,2,0.00488185882568359,5,0.666666666666667,0.0212765957446809,10.212711251333
1,500,3,0.00483202934265137,5,0.666666666666667,0.0212765957446809,10.3370356760098
1,500,4,0.00509333610534668,0,1,0,9.89711306737211
1,500,5,0.00503635406494141,0,1,0,10.3796636804793
1,500,6,0.00487494468688965,0,1,0,10.2715127741886
1,500,7,0.00495553016662598,0,1,0,10.1569985923979
1,500,8,0.0050046443939209,0,1,0,10.5677633511177
1,500,9,0.0049736499786377,0,1,0,9.90705676313791
1,500,10,0.00490283966064453,5,0.666666666666667,0.0212765957446809,10.6590867588059
1,800,1,0.00521945953369141,0,1,0,10.5293719306491
1,800,2,0.00732016563415527,0,1,0,10.0817976707367
1,800,3,0.00582456588745117,0,1,0,10.2637516272715
1,800,4,0.00562071800231934,0,1,0,10.0742979417457
1,800,5,0.00580382347106934,0,1,0,10.3472221094357
1,800,6,0.00578880310058594,0,1,0,10.2071658372936
1,800,7,0.00577878952026367,0,1,0,10.288283676298
1,800,8,0.00561666488647461,0,1,0,10.4560453330121
1,800,9,0.00534725189208984,0,1,0,9.98748555794244
1,800,10,0.00501489639282227,0,1,0,10.3878730117485
1,1000,1,0.00512075424194336,0,1,0,10.374322895731
1,1000,2,0.00512576103210449,0,1,0,10.0926434880695
1,1000,3,0.00505495071411133,0,1,0,10.190389025491
1,1000,4,0.00526976585388184,0,1,0,10.0516596923165
1,1000,5,0.00527811050415039,0,1,0,10.36096050529
1,1000,6,0.00509452819824219,0,1,0,10.2055338518014
1,1000,7,0.00508928298950195,0,1,0,10.2558238062383
1,1000,8,0.00512814521789551,0,1,0,10.3859382340843
1,1000,9,0.00537490844726562,0,1,0,9.96975001573743
1,1000,10,0.00524330139160156,0,1,0,10.2362245273749
1,1600,1,0.00556850433349609,0,1,0,10.1471626977834
1,1600,2,0.00520801544189453,0,1,0,10.1742592285631
1,1600,3,0.00534796714782715,0,1,0,10.1876946135793
1,1600,4,0.00536012649536133,0,1,0,10.1205684700216
1,1600,5,0.00556778907775879,0,1,0,10.2668195947305
1,1600,6,0.0057370662689209,0,1,0,10.1245688451852
1,1600,7,0.00563144683837891,0,1,0,10.2653225653109
1,1600,8,0.00529932975769043,0,1,0,10.2890494798971
1,1600,9,0.00529718399047852,0,1,0,9.97437597814057
1,1600,10,0.00522327423095703,0,1,0,10.1991420259946
1,3200,1,0.00635957717895508,0,1,0,10.1645288261986
1,3200,2,0.00643157958984375,0,1,0,10.16821848723
1,3200,3,0.00580239295959473,0,1,0,10.241082521439
1,3200,4,0.00584244728088379,0,1,0,10.028472430511
1,3200,5,0.00635957717895508,0,1,0,10.3158426366536
1,3200,6,0.00634384155273438,0,1,0,10.1153882417442
1,3200,7,0.0057837963104248,0,1,0,10.2019146352053
1,3200,8,0.00572609901428223,0,1,0,10.1324922727009
1,3200,9,0.00574827194213867,0,1,0,10.0684121103465
1,3200,10,0.0265483856201172,0,1,0,10.1456176450592
2,50,1,0.00453591346740723,12,0.142857142857143,0,12.0061093749873
2,50,2,0.00478339195251465,10,0.357142857142857,0.0105263157894737,13.6878042266463
2,50,3,0.00455260276794434,14,0.0714285714285714,0.0101010101010101,12.4559690744392
2,50,4,0.0178420543670654,12,0.142857142857143,0,11.4788479745696
2,50,5,0.00464248657226562,10,0.285714285714286,0,12.1361434861537
2,50,6,0.00460171699523926,12,0.214285714285714,0.0103092783505155,12.2210488401369
2,50,7,0.00475716590881348,10,0.357142857142857,0.0105263157894737,11.7794953668081
2,50,8,0.017829418182373,12,0.214285714285714,0.0103092783505155,12.905375183777
2,50,9,0.00461459159851074,12,0.214285714285714,0.0103092783505155,12.1261643877947
2,50,10,0.0046076774597168,12,0.214285714285714,0.0103092783505155,11.527245554521
2,100,1,0.00499105453491211,12,0.357142857142857,0.0315789473684211,11.5424450432707
2,100,2,0.0188930034637451,10,0.642857142857143,0.0549450549450549,10.7643854885716
2,100,3,0.00501656532287598,13,0.357142857142857,0.0421052631578947,10.6115353836677
2,100,4,0.00537109375,8,0.642857142857143,0.032967032967033,10.251828316562
2,100,5,0.00524473190307617,4,0.785714285714286,0.0112359550561798,10.523969425772
2,100,6,0.0186276435852051,3,0.785714285714286,0,10.5294840469573
2,100,7,0.00521230697631836,7,0.714285714285714,0.0333333333333333,9.76366317265292
2,100,8,0.00546646118164062,6,0.785714285714286,0.0337078651685393,10.6061500392736
2,100,9,0.00525784492492676,7,0.642857142857143,0.021978021978022,9.63524206382203
2,100,10,0.0188000202178955,8,0.714285714285714,0.0444444444444444,10.4032231421629
2,200,1,0.00581479072570801,5,0.857142857142857,0.0340909090909091,10.3403082307998
2,200,2,0.00583052635192871,8,0.785714285714286,0.0561797752808989,9.56517876778701
2,200,3,0.00538754463195801,5,0.857142857142857,0.0340909090909091,9.48782817273503
2,200,4,0.00548529624938965,5,0.857142857142857,0.0340909090909091,9.31750485471093
2,200,5,0.00554132461547852,7,0.785714285714286,0.0449438202247191,9.60556703599845
2,200,6,0.00543880462646484,8,0.714285714285714,0.0444444444444444,10.0164636303208
2,200,7,0.00569558143615723,8,0.785714285714286,0.0561797752808989,9.60348610705919
2,200,8,0.00584650039672852,8,0.785714285714286,0.0561797752808989,9.97006584038115
2,200,9,0.00547981262207031,7,0.785714285714286,0.0449438202247191,9.07000713011593
2,200,10,0.00531744956970215,12,0.428571428571429,0.0425531914893617,10.3705744535021
2,300,1,0.00575423240661621,8,0.785714285714286,0.0561797752808989,10.0016924010552
2,300,2,0.00584936141967773,0,1,0,9.42610694181053
2,300,3,0.00572371482849121,8,0.785714285714286,0.0561797752808989,9.32294916913489
2,300,4,0.00599765777587891,8,0.785714285714286,0.0561797752808989,8.88260763389386
2,300,5,0.0199489593505859,0,1,0,9.47710391261551
2,300,6,0.00572681427001953,0,1,0,9.2445463357842
2,300,7,0.00539231300354004,11,0.5,0.043010752688172,9.6925569701976
2,300,8,0.00553631782531738,10,0.714285714285714,0.0666666666666667,10.1801025565978
2,300,9,0.00540566444396973,5,0.857142857142857,0.0340909090909091,9.08973976756253
2,300,10,0.00554728507995605,8,0.785714285714286,0.0561797752808989,9.57153432231259
2,400,1,0.00548434257507324,8,0.785714285714286,0.0561797752808989,9.86091542622079
2,400,2,0.0206782817840576,5,0.857142857142857,0.0340909090909091,9.41549885233771
2,400,3,0.00590682029724121,0,1,0,9.23250232942764
2,400,4,0.00610232353210449,5,0.857142857142857,0.0340909090909091,8.90717129588268
2,400,5,0.00575470924377441,8,0.785714285714286,0.0561797752808989,9.27844413150819
2,400,6,0.00577878952026367,0,1,0,9.13587584003091
2,400,7,0.00612759590148926,8,0.785714285714286,0.0561797752808989,9.13923666201052
2,400,8,0.00537347793579102,11,0.5,0.043010752688172,10.281911606425
2,400,9,0.00600481033325195,8,0.785714285714286,0.0561797752808989,8.83948314640559
2,400,10,0.00564956665039062,9,0.642857142857143,0.043956043956044,9.80989268612056
2,500,1,0.00581073760986328,9,0.642857142857143,0.043956043956044,9.81032692044917
2,500,2,0.00602030754089355,9,0.642857142857143,0.043956043956044,9.20627934511266
2,500,3,0.00615882873535156,5,0.857142857142857,0.0340909090909091,9.35321754294102
2,500,4,0.00610089302062988,8,0.785714285714286,0.0561797752808989,8.79855715228617
2,500,5,0.00621414184570312,8,0.785714285714286,0.0561797752808989,9.29610809323195
2,500,6,0.0058906078338623,8,0.785714285714286,0.0561797752808989,9.19239081654893
2,500,7,0.00603342056274414,8,0.785714285714286,0.0561797752808989,9.06581031188829
2,500,8,0.0147919654846191,9,0.642857142857143,0.043956043956044,9.64219005208474
2,500,9,0.00575494766235352,0,1,0,8.80037052569886
2,500,10,0.00600290298461914,9,0.642857142857143,0.043956043956044,9.66313140241926
2,800,1,0.00591874122619629,9,0.642857142857143,0.043956043956044,9.53981905996105
2,800,2,0.0060570240020752,0,1,0,8.93331957464387
2,800,3,0.00610637664794922,0,1,0,9.10949842500642
2,800,4,0.015899658203125,8,0.785714285714286,0.0561797752808989,8.9611348754976
2,800,5,0.00594925880432129,0,1,0,9.2017505442206
2,800,6,0.00615549087524414,0,1,0,9.05989107866023
2,800,7,0.00600934028625488,9,0.642857142857143,0.043956043956044,9.30229068189951
2,800,8,0.00598454475402832,0,1,0,9.31814520578099
2,800,9,0.00600266456604004,9,0.642857142857143,0.043956043956044,8.97757649066927
2,800,10,0.00611257553100586,0,1,0,9.23953003154423
2,1000,1,0.00589561462402344,8,0.785714285714286,0.0561797752808989,9.23713824395792
2,1000,2,0.00601625442504883,9,0.642857142857143,0.043956043956044,9.08337283071197
2,1000,3,0.00597095489501953,9,0.642857142857143,0.043956043956044,9.15954243817075
2,1000,4,0.0060420036315918,0,1,0,8.87861885289811
2,1000,5,0.00607609748840332,0,1,0,9.20450566661064
2,1000,6,0.00613951683044434,0,1,0,9.04230282504484
2,1000,7,0.00606703758239746,9,0.642857142857143,0.043956043956044,9.20667665351487
2,1000,8,0.00596213340759277,8,0.785714285714286,0.0561797752808989,9.2463955749514
2,1000,9,0.00601506233215332,9,0.642857142857143,0.043956043956044,8.94582212296419
2,1000,10,0.00605893135070801,9,0.642857142857143,0.043956043956044,9.2105884766641
2,1600,1,0.00613284111022949,9,0.642857142857143,0.043956043956044,9.11129608884094
2,1600,2,0.00614047050476074,9,0.642857142857143,0.043956043956044,9.14548411767762
2,1600,3,0.00622749328613281,9,0.642857142857143,0.043956043956044,9.14008904313519
2,1600,4,0.00630521774291992,9,0.714285714285714,0.0555555555555556,9.08781989638576
2,1600,5,0.00619888305664062,9,0.642857142857143,0.043956043956044,9.23426428992341
2,1600,6,0.00607466697692871,0,1,0,8.94261812311421
2,1600,7,0.00625824928283691,0,1,0,9.08813504502677
