graph,n_sample,iter,d_cpdag,obj,TPR,FPR,time
1,50,1,7,10.531735288347408,0.42857142857142855,0.0,0.00639796257019043
1,50,2,1,11.325481649007287,0.8571428571428571,0.0,0.00853586196899414
1,50,3,7,10.765770069030658,0.2857142857142857,0.0,0.004741191864013672
1,50,4,5,9.891393944514487,0.42857142857142855,0.010752688172043012,0.0067899227142333984
1,50,5,3,10.637252398188277,0.5714285714285714,0.010752688172043012,0.006191253662109375
1,50,6,3,10.410405338143637,0.5714285714285714,0.010752688172043012,0.009133100509643555
1,50,7,7,10.47175063883062,0.42857142857142855,0.0,0.008571863174438477
1,50,8,7,10.887297942701057,0.42857142857142855,0.010752688172043012,0.006679058074951172
1,50,9,7,9.64914491147851,0.2857142857142857,0.010752688172043012,0.009306192398071289
1,50,10,5,10.725755429761401,0.5714285714285714,0.0,0.006616830825805664
1,100,1,0,10.877143598618126,1.0,0.0,0.007923126220703125
1,100,2,1,10.465467286943511,0.8571428571428571,0.0,0.007569074630737305
1,100,3,1,10.101534528046825,0.8571428571428571,0.0,0.007897138595581055
1,100,4,1,9.478975487867862,0.8571428571428571,0.0,0.006211042404174805
1,100,5,3,10.308283356516261,0.5714285714285714,0.010752688172043012,0.006189107894897461
1,100,6,0,10.236770574726023,1.0,0.0,0.007844924926757812
1,100,7,1,9.649814325909343,0.8571428571428571,0.0,0.007224082946777344
1,100,8,1,10.476988949442264,0.8571428571428571,0.0,0.007863044738769531
1,100,9,1,9.377537493212902,0.8571428571428571,0.0,0.006247043609619141
1,100,10,1,9.91589177605686,0.8571428571428571,0.0,0.008395195007324219
1,200,1,1,10.610530766294957,0.8571428571428571,0.0,0.0071218013763427734
1,200,2,0,9.978078753798929,1.0,0.0,0.007824182510375977
1,200,3,0,9.812726659895267,1.0,0.0,0.007858037948608398
1,200,4,0,9.572006615581634,1.0,0.0,0.007044076919555664
1,200,5,0,9.958868604330114,1.0,0.0,0.008647918701171875
1,200,6,0,9.879687471288193,1.0,0.0,0.007994890213012695
1,200,7,0,9.925905292593134,1.0,0.0,0.0070400238037109375
1,200,8,0,10.250110230302603,1.0,0.0,0.0071942806243896484
1,200,9,0,9.339248149182007,1.0,0.0,0.006922006607055664
1,200,10,0,10.212930114569604,1.0,0.0,0.007380962371826172
1,300,1,0,10.422275305182275,1.0,0.0,0.007328033447265625
1,300,2,0,9.984740931042777,1.0,0.0,0.009573936462402344
1,300,3,0,9.797138190466836,1.0,0.0,0.009914875030517578
1,300,4,0,9.356020703273932,1.0,0.0,0.008131027221679688
1,300,5,0,9.977449892498868,1.0,0.0,0.006271839141845703
1,300,6,0,9.765447942830987,1.0,0.0,0.007873058319091797
1,300,7,0,9.653049500180256,1.0,0.0,0.007955789566040039
1,300,8,0,10.012536064272004,1.0,0.0,0.009376049041748047
1,300,9,0,9.503032102573785,1.0,0.0,0.0067119598388671875
1,300,10,0,10.108068629699934,1.0,0.0,0.009837865829467773
1,400,1,0,10.40780436585587,1.0,0.0,0.007149934768676758
1,400,2,0,9.821750702079253,1.0,0.0,0.007200002670288086
1,400,3,0,9.803117209583334,1.0,0.0,0.007146120071411133
1,400,4,0,9.274313483859736,1.0,0.0,0.007901906967163086
1,400,5,0,9.825450134933735,1.0,0.0,0.0073049068450927734
1,400,6,0,9.700643961918438,1.0,0.0,0.0073490142822265625
1,400,7,0,9.654763485018957,1.0,0.0,0.006494998931884766
1,400,8,0,10.176741078225167,1.0,0.0,0.00686192512512207
1,400,9,0,9.364849304433445,1.0,0.0,0.007654905319213867
1,400,10,0,10.137409101054295,1.0,0.0,0.006421327590942383
1,500,1,0,10.183114046900343,1.0,0.0,0.007532835006713867
1,500,2,0,9.645498011634956,1.0,0.0,0.008530139923095703
1,500,3,0,9.811464397402155,1.0,0.0,0.00852823257446289
1,500,4,0,9.361831538784156,1.0,0.0,0.008211851119995117
1,500,5,0,9.874733915702535,1.0,0.0,0.006818056106567383
1,500,6,0,9.729276199375684,1.0,0.0,0.007965087890625
1,500,7,0,9.629564616541627,1.0,0.0,0.006771087646484375
1,500,8,0,10.045439001873225,1.0,0.0,0.007916927337646484
1,500,9,0,9.39207606217855,1.0,0.0,0.006412029266357422
1,500,10,0,10.110639344313428,1.0,0.0,0.007792949676513672
2,50,1,5,9.17561694642722,0.5833333333333334,0.011363636363636364,0.015011072158813477
2,50,2,0,9.156711652959329,1.0,0.0,0.04094076156616211
2,50,3,5,9.124814353532347,0.75,0.0,0.0231170654296875
2,50,4,0,7.998782158083563,1.0,0.0,0.036847829818725586
2,50,5,1,8.872994430451573,0.9166666666666666,0.0,0.028068065643310547
2,50,6,5,8.401002426106322,0.75,0.011363636363636364,0.029382944107055664
2,50,7,3,8.342285464649967,0.75,0.0,0.035295963287353516
2,50,8,5,9.07170980403658,0.75,0.011363636363636364,0.03273820877075195
2,50,9,4,7.645996356808945,0.75,0.011363636363636364,0.03621721267700195
2,50,10,4,9.294202030726424,0.75,0.0,0.01465606689453125
2,100,1,0,8.137847195579118,1.0,0.0,0.03522992134094238
2,100,2,0,7.780128386131902,1.0,0.0,0.03892993927001953
2,100,3,0,7.2908604453212495,1.0,0.0,0.03575706481933594
2,100,4,2,7.022135832051713,0.9166666666666666,0.011363636363636364,0.03199911117553711
2,100,5,0,7.7057570590403985,1.0,0.0,0.039855003356933594
2,100,6,0,7.585184310292492,1.0,0.0,0.03041672706604004
2,100,7,0,6.826272167736463,1.0,0.0,0.03432893753051758
2,100,8,4,8.224278257730772,0.8333333333333334,0.011363636363636364,0.030130863189697266
2,100,9,0,6.692677792025901,1.0,0.0,0.034570932388305664
2,100,10,0,7.183724334000334,1.0,0.0,0.03731203079223633
2,200,1,0,7.5842408427474535,1.0,0.0,0.03459024429321289
2,200,2,0,6.912675083331893,1.0,0.0,0.03369760513305664
2,200,3,0,6.774242877321779,1.0,0.0,0.03386402130126953
2,200,4,0,6.569850637581583,1.0,0.0,0.031197071075439453
2,200,5,0,6.906472524308178,1.0,0.0,0.02987813949584961
2,200,6,0,6.796889479056434,1.0,0.0,0.0314638614654541
2,200,7,0,6.905791350605366,1.0,0.0,0.036073923110961914
2,200,8,0,7.229251601431585,1.0,0.0,0.029745817184448242
2,200,9,0,6.355791840290941,1.0,0.0,0.03567004203796387
2,200,10,0,7.201689548126144,1.0,0.0,0.03135275840759277
2,300,1,0,7.315626695395714,1.0,0.0,0.029716014862060547
2,300,2,0,6.827382951502609,1.0,0.0,0.03679680824279785
2,300,3,0,6.65182292756279,1.0,0.0,0.030691146850585938
2,300,4,0,6.256652920018958,1.0,0.0,0.033718109130859375
2,300,5,0,6.894337447660494,1.0,0.0,0.033396005630493164
2,300,6,0,6.6440633496045045,1.0,0.0,0.03404378890991211
2,300,7,0,6.552160699087411,1.0,0.0,0.03687715530395508
2,300,8,0,6.9126427687907555,1.0,0.0,0.03831601142883301
2,300,9,0,6.359160409681871,1.0,0.0,0.03772282600402832
2,300,10,0,6.962376568836724,1.0,0.0,0.03371071815490723
2,400,1,0,7.214109601016574,1.0,0.0,0.034696102142333984
2,400,2,0,6.637254362812346,1.0,0.0,0.03292989730834961
2,400,3,0,6.63458145253365,1.0,0.0,0.03904008865356445
2,400,4,0,6.120295321386026,1.0,0.0,0.0330958366394043
2,400,5,0,6.627805527424839,1.0,0.0,0.035780906677246094
2,400,6,0,6.5147364823528235,1.0,0.0,0.03689980506896973
2,400,7,0,6.4728203568858,1.0,0.0,0.026968002319335938
