graph,n_sample,iter,d_cpdag,obj,TPR,FPR,time
1,50,1,5,10.592230255058757,0.5714285714285714,0.0,0.057129859924316406
1,50,2,1,11.13974916601193,0.8571428571428571,0.0,0.004769802093505859
1,50,3,5,10.875864812471082,0.2857142857142857,0.010752688172043012,0.0036509037017822266
1,50,4,5,9.875012696574684,0.5714285714285714,0.0,0.0035555362701416016
1,50,5,3,10.815874723185718,0.5714285714285714,0.010752688172043012,0.004105567932128906
1,50,6,2,10.597390700486304,0.8571428571428571,0.0,0.07272648811340332
1,50,7,7,10.516766445607765,0.42857142857142855,0.0,0.005049705505371094
1,50,8,7,10.922337259152606,0.42857142857142855,0.010752688172043012,0.005101680755615234
1,50,9,7,9.866981962930295,0.2857142857142857,0.010752688172043012,0.0040111541748046875
1,50,10,5,10.592748532223498,0.5714285714285714,0.0,0.003671407699584961
1,100,1,1,10.90426653502922,0.8571428571428571,0.0,0.0036339759826660156
1,100,2,1,10.30874512144023,0.8571428571428571,0.0,0.004498481750488281
1,100,3,1,10.110196724560428,0.8571428571428571,0.0,0.00472259521484375
1,100,4,1,9.543119881966131,0.8571428571428571,0.0,0.004085063934326172
1,100,5,3,10.359368697998331,0.7142857142857143,0.0,0.004125833511352539
1,100,6,0,10.296517537780941,1.0,0.0,0.004088401794433594
1,100,7,1,9.670858157256642,0.8571428571428571,0.0,0.0036056041717529297
1,100,8,1,10.507319112835443,0.8571428571428571,0.0,0.004127025604248047
1,100,9,1,9.408602887667211,0.8571428571428571,0.0,0.0036725997924804688
1,100,10,1,9.876383389272066,0.8571428571428571,0.0,0.003591775894165039
1,200,1,1,10.631478601321769,0.8571428571428571,0.0,0.004378318786621094
1,200,2,0,9.962389976456368,1.0,0.0,0.004124164581298828
1,200,3,1,9.807175302480283,0.8571428571428571,0.0,0.0036783218383789062
1,200,4,0,9.593655784625389,1.0,0.0,0.004092693328857422
1,200,5,0,9.964327340465175,1.0,0.0,0.0040853023529052734
1,200,6,1,9.920003571155675,0.8571428571428571,0.0,0.003665447235107422
1,200,7,1,9.926293926711253,0.8571428571428571,0.0,0.0036666393280029297
1,200,8,0,10.250990313744893,1.0,0.0,0.004098653793334961
1,200,9,0,9.349177134493294,1.0,0.0,0.004062652587890625
1,200,10,0,10.200323347792793,1.0,0.0,0.004065036773681641
1,300,1,0,10.435638706727504,1.0,0.0,0.00410008430480957
1,300,2,0,9.963680207920884,1.0,0.0,0.0036385059356689453
1,300,3,0,9.816501426194614,1.0,0.0,0.0036163330078125
1,300,4,0,9.365114437605023,1.0,0.0,0.003631591796875
1,300,5,0,9.983734476626601,1.0,0.0,0.0040819644927978516
1,300,6,0,9.786838768876288,1.0,0.0,0.003029346466064453
