graph,n_sample,iter,d_cpdag,obj,RGAP,TPR,FPR,time
1,50,1,7,11.155174543850388,0.0,0.42857142857142855,0.0,5.50235915184021
1,50,2,1,11.583042165755622,7.099384311134127e-05,0.5714285714285714,0.021505376344086023,4.285720109939575
1,50,3,5,11.711795964984265,2.867348639636678e-09,0.42857142857142855,0.0,1.2329440116882324
1,50,4,5,10.640096530569997,1.5419530827399042e-08,0.42857142857142855,0.0,1.2275123596191406
1,50,5,5,10.986170523326475,1.4027195157827877e-06,0.42857142857142855,0.021505376344086023,3.496469497680664
1,50,6,6,10.903442846422145,5.355688145246919e-10,0.5714285714285714,0.010752688172043012,3.8394620418548584
1,50,7,3,10.903345241132401,6.19735934940091e-08,0.5714285714285714,0.010752688172043012,2.462371826171875
1,50,8,5,11.577869001254353,5.17374275572178e-07,0.5714285714285714,0.010752688172043012,0.7115769386291504
1,50,9,1,10.545677946983734,1.318180743489794e-09,0.7142857142857143,0.010752688172043012,1.1191365718841553
1,50,10,10,11.394165782214849,0.0,0.0,0.03225806451612903,3.7255001068115234
1,100,1,7,25.96693545359762,1.3702563011047904,0.2857142857142857,0.0,500.2014946937561
1,100,2,3,10.939928240975528,2.412635106945993e-08,0.5714285714285714,0.03225806451612903,3.186114549636841
1,100,3,4,10.649283067169948,0.0,0.5714285714285714,0.021505376344086023,1.7352888584136963
1,100,4,4,10.160294118792752,4.765380736749261e-09,0.5714285714285714,0.021505376344086023,1.8080520629882812
1,100,5,4,10.88187303019312,0.0,0.7142857142857143,0.010752688172043012,1.1086854934692383
1,100,6,4,10.844000573005543,0.0,0.5714285714285714,0.021505376344086023,0.8450946807861328
1,100,7,1,10.329836653005717,0.0,0.5714285714285714,0.021505376344086023,4.7318196296691895
1,100,8,2,11.146260320096207,0.0,0.8571428571428571,0.0,0.9238026142120361
1,100,9,4,9.791837020007437,6.030243791171796e-05,0.5714285714285714,0.021505376344086023,1.4042816162109375
1,100,10,1,10.369329473029804,0.0,0.5714285714285714,0.021505376344086023,4.774484395980835
1,200,1,0,11.165470001295432,0.0,0.8571428571428571,0.010752688172043012,5.500324487686157
1,200,2,3,10.441109291967061,0.0,0.5714285714285714,0.03225806451612903,3.4506635665893555
1,200,3,0,10.36638877258882,2.617894521889031e-07,1.0,0.0,1.3529350757598877
1,200,4,0,10.10547569085333,1.6577258836048444e-05,0.7142857142857143,0.021505376344086023,1.1980631351470947
1,200,5,0,10.493121528593639,2.2421954335101774e-06,0.8571428571428571,0.010752688172043012,4.155635118484497
1,200,6,0,10.410178715673641,4.6325750665970517e-08,1.0,0.0,5.328299045562744
1,200,7,3,10.43805510891318,1.2858994415692592e-08,0.7142857142857143,0.021505376344086023,2.731071949005127
