graph,n_sample,iter,d_cpdag,obj,TPR,FPR,time
1,50,1,7,11.15517942295527,0.42857142857142855,0.0,0.028323650360107422
1,50,2,1,11.583048271887478,0.8571428571428571,0.0,0.004933595657348633
1,50,3,3,11.774011986106837,0.7142857142857143,0.0,0.003825664520263672
1,50,4,5,10.64010073663269,0.2857142857142857,0.010752688172043012,0.005431175231933594
1,50,5,3,11.166887455286227,0.7142857142857143,0.010752688172043012,0.005064249038696289
1,50,6,6,10.903447279043172,0.5714285714285714,0.010752688172043012,0.005262851715087891
1,50,7,3,10.903349670752464,0.5714285714285714,0.010752688172043012,0.0046079158782958984
1,50,8,5,11.604442952907352,0.5714285714285714,0.0,0.005074262619018555
1,50,9,1,10.545682175091548,0.7142857142857143,0.010752688172043012,0.0046994686126708984
1,50,10,1,11.421098768589188,0.8571428571428571,0.0,0.004189014434814453
1,100,1,0,11.40431642851277,1.0,0.0,0.0041866302490234375
1,100,2,0,10.9543859786782,1.0,0.0,0.005110740661621094
1,100,3,0,10.657696563951543,1.0,0.0,0.004213809967041016
1,100,4,1,10.247342878714722,0.8571428571428571,0.0,0.004244804382324219
1,100,5,0,10.928971080180785,1.0,0.0,0.004160881042480469
1,100,6,0,10.927928721648007,1.0,0.0,0.004495859146118164
1,100,7,1,10.32984186214729,0.8571428571428571,0.0,0.005226612091064453
1,100,8,2,11.146263477511896,0.8571428571428571,0.0,0.004401445388793945
1,100,9,3,9.9101114408004,0.8571428571428571,0.010752688172043012,0.004235506057739258
1,100,10,1,10.369335770576317,0.8571428571428571,0.0,0.004462480545043945
1,200,1,0,11.165475531751948,1.0,0.0,0.0046384334564208984
1,200,2,0,10.466623889902884,1.0,0.0,0.00423121452331543
1,200,3,0,10.366394084643975,1.0,0.0,0.0048885345458984375
1,200,4,0,10.105480087011584,1.0,0.0,0.004708051681518555
1,200,5,0,10.493126447130843,1.0,0.0,0.004287242889404297
1,200,6,0,10.410184344763149,1.0,0.0,0.003774404525756836
1,200,7,0,10.451352762508689,1.0,0.0,0.004289865493774414
1,200,8,0,10.752662331600385,1.0,0.0,0.003731250762939453
1,200,9,0,9.912868696998201,1.0,0.0,0.004296779632568359
1,200,10,0,10.657836318351526,1.0,0.0,0.003746509552001953
1,300,1,0,10.997156543147248,1.0,0.0,0.0038290023803710938
1,300,2,0,10.4653093940053,1.0,0.0,0.003825664520263672
1,300,3,0,10.334092176115941,1.0,0.0,0.005610466003417969
1,300,4,0,9.908243849899844,1.0,0.0,0.006451845169067383
1,300,5,0,10.493221387528624,1.0,0.0,0.005487680435180664
1,300,6,0,10.303435763663991,1.0,0.0,0.005709648132324219
1,300,7,0,10.20110692910411,1.0,0.0,0.005722761154174805
1,300,8,0,10.563670778626749,1.0,0.0,0.0057048797607421875
1,300,9,0,10.011653267573823,1.0,0.0,0.005733966827392578
1,300,10,0,10.612741089429969,1.0,0.0,0.005685329437255859
1,400,1,0,10.907457498136836,1.0,0.0,0.0057430267333984375
1,400,2,0,10.321134149014334,1.0,0.0,0.005738496780395508
1,400,3,0,10.314013086310599,1.0,0.0,0.005718708038330078
1,400,4,0,9.821434904018384,1.0,0.0,0.005679130554199219
1,400,5,0,10.328938817257198,1.0,0.0,0.005696535110473633
1,400,6,0,10.224709761005679,1.0,0.0,0.004681825637817383
1,400,7,0,10.167357547829184,1.0,0.0,0.005715370178222656
1,400,8,0,10.68339468619609,1.0,0.0,0.005715370178222656
1,400,9,0,9.865085637358575,1.0,0.0,0.004702329635620117
1,400,10,0,10.662121849142963,1.0,0.0,0.005719423294067383
1,500,1,0,10.733477007570933,1.0,0.0,0.006518125534057617
1,500,2,0,10.173748818189038,1.0,0.0,0.005729198455810547
1,500,3,0,10.306483423229132,1.0,0.0,0.004678964614868164
1,500,4,0,9.89709326216598,1.0,0.0,0.0058040618896484375
1,500,5,0,10.379643898102188,1.0,0.0,0.005716085433959961
1,500,6,0,10.271492852794267,1.0,0.0,0.005693912506103516
1,500,7,0,10.156978673603298,1.0,0.0,0.00573277473449707
1,500,8,0,10.567743332960399,1.0,0.0,0.006499290466308594
1,500,9,0,9.90703737364249,1.0,0.0,0.004708290100097656
1,500,10,0,10.620315536532834,1.0,0.0,0.005713939666748047
1,800,1,0,10.529365060843299,1.0,0.0,0.003945589065551758
1,800,2,0,10.081790360589006,1.0,0.0,0.00574183464050293
1,800,3,0,10.26374398856947,1.0,0.0,0.0057332515716552734
1,800,4,0,10.074291109181843,1.0,0.0,0.0047397613525390625
1,800,5,0,10.347214571944955,1.0,0.0,0.004698753356933594
1,800,6,0,10.20715847296063,1.0,0.0,0.00471043586730957
1,800,7,0,10.288276916243843,1.0,0.0,0.003949642181396484
1,800,8,0,10.456037849546735,1.0,0.0,0.003939628601074219
1,800,9,0,9.987478200825127,1.0,0.0,0.004996776580810547
1,800,10,0,10.38786591015958,1.0,0.0,0.004737138748168945
1,1000,1,0,10.374318612199227,1.0,0.0,0.004709720611572266
1,1000,2,0,10.09263941062935,1.0,0.0,0.004911184310913086
1,1000,3,0,10.19038427616133,1.0,0.0,0.004756927490234375
1,1000,4,0,10.051655473097012,1.0,0.0,0.004740238189697266
1,1000,5,0,10.360955627855157,1.0,0.0,0.005816459655761719
1,1000,6,0,10.205529671998606,1.0,0.0,0.004745006561279297
1,1000,7,0,10.255819668222802,1.0,0.0,0.004758358001708984
1,1000,8,0,10.38593431761338,1.0,0.0,0.06390690803527832
1,1000,9,0,9.969745271740084,1.0,0.0,0.004743099212646484
1,1000,10,0,10.236219538170635,1.0,0.0,0.00658869743347168
1,1600,1,0,10.14716179927679,1.0,0.0,0.0643165111541748
1,1600,2,0,10.17425755569131,1.0,0.0,0.00409388542175293
1,1600,3,0,10.187693082617566,1.0,0.0,0.004822731018066406
1,1600,4,0,10.120567131728434,1.0,0.0,0.004010200500488281
1,1600,5,0,10.266818258426989,1.0,0.0,0.004168272018432617
1,1600,6,0,10.124567204627033,1.0,0.0,0.00580286979675293
1,1600,7,0,10.265321216610443,1.0,0.0,0.004002571105957031
1,1600,8,0,10.289048156820582,1.0,0.0,0.004010915756225586
1,1600,9,0,9.974374158338644,1.0,0.0,0.004782915115356445
1,1600,10,0,10.199140733237346,1.0,0.0,0.004031658172607422
1,3200,1,0,10.164528686544678,1.0,0.0,0.006043910980224609
1,3200,2,0,10.16821837959561,1.0,0.0,0.06371116638183594
1,3200,3,0,10.24108246644595,1.0,0.0,0.004665374755859375
1,3200,4,0,10.028472165504802,1.0,0.0,0.005018949508666992
